country,country_code,year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
Slovakia,SVK,2015,23,1790,351,11,0,141,127,3,4,21,33,25933,1845,145,248,764,0,18,126,13633,0,799,733,27,9,452,1154,1724,3012,64,2
Slovakia,SVK,2016,22,1830,344,10,0,132,122,3,4,19,31,25498,1800,143,231,713,0,18,118,13378,0,784,722,25,8,425,1123,1672,2939,61,2
Slovakia,SVK,2017,21,1877,350,10,0,128,120,3,4,19,31,25984,1822,134,226,707,0,18,115,13571,0,800,734,25,8,422,1136,1683,2959,61,2
Slovakia,SVK,2018,21,1918,356,10,0,128,119,3,4,19,31,26319,1830,125,221,704,0,18,112,13703,0,815,745,25,8,425,1137,1684,2968,61,2
Slovakia,SVK,2019,20,1960,363,10,0,127,118,3,4,18,31,26796,1850,114,218,695,0,18,110,13901,0,831,758,25,8,427,1147,1694,2989,62,2
Slovenia,SVN,2000,11,638,131,4,0,32,33,2,4,18,25,7260,693,40,142,648,0,4,23,4988,0,525,133,12,1,332,714,784,1276,13,1
Slovenia,SVN,2001,11,658,138,4,0,33,27,2,8,20,25,7307,682,38,146,658,1,5,25,5188,0,550,143,12,1,329,719,814,1328,14,1
Slovenia,SVN,2002,11,675,139,4,0,32,35,1,4,21,23,7058,672,36,141,631,0,5,23,5172,0,538,144,10,1,305,687,785,1294,14,1
Slovenia,SVN,2003,10,695,143,3,0,31,35,0,3,22,23,6987,671,36,135,638,1,5,30,5301,0,529,148,11,1,298,677,799,1306,14,1
Slovenia,SVN,2004,10,723,148,2,0,28,41,2,2,23,21,6981,664,36,131,602,2,4,25,5384,0,501,160,10,1,283,635,762,1275,13,1
Slovenia,SVN,2005,10,755,149,2,0,26,29,1,3,23,21,6840,626,37,128,559,1,4,23,5311,0,442,172,9,1,262,594,708,1208,12,1
Slovenia,SVN,2006,9,780,151,2,0,27,26,2,1,25,21,6780,601,34,129,565,2,4,23,5485,0,394,186,9,0,261,577,717,1210,12,1
Slovenia,SVN,2007,9,808,157,2,0,27,27,2,4,27,21,6812,572,32,133,537,10,4,22,5634,0,353,194,8,1,247,565,712,1214,13,1
Slovenia,SVN,2008,8,837,160,2,0,26,20,2,5,29,21,6682,557,31,143,503,1,4,21,5688,0,325,188,7,0,223,554,688,1186,13,1
Slovenia,SVN,2009,8,871,166,2,0,25,20,1,2,28,19,6748,559,31,151,479,4,4,21,5747,0,306,197,6,0,196,548,663,1161,13,1
Slovenia,SVN,2010,8,910,171,2,0,24,17,1,1,27,17,6799,558,31,163,466,7,5,21,5867,0,302,205,6,0,179,548,648,1151,12,1
Slovenia,SVN,2011,8,954,177,2,0,23,22,1,2,26,16,6855,573,30,174,452,0,5,19,5861,0,304,214,6,0,164,549,621,1125,12,1
Slovenia,SVN,2012,7,994,183,2,0,23,20,1,2,27,15,6961,593,26,187,455,1,5,18,5997,0,313,226,6,0,158,555,619,1129,12,1
Slovenia,SVN,2013,7,1034,185,1,0,22,23,1,5,26,14,6912,594,27,198,446,3,5,15,5989,0,311,229,6,0,147,549,586,1091,12,1
Slovenia,SVN,2014,6,1073,180,1,0,20,22,2,4,24,13,6690,566,23,202,408,3,5,18,5753,0,295,227,6,0,132,532,528,1007,11,1
Slovenia,SVN,2015,6,1130,190,1,0,21,19,2,3,26,13,7047,601,21,218,433,1,6,14,6051,0,315,242,6,0,139,566,541,1037,12,1
Slovenia,SVN,2016,6,1182,190,1,0,21,19,1,3,26,13,7129,621,21,211,420,0,5,14,6000,0,320,241,6,1,137,579,542,1047,11,1
Slovenia,SVN,2017,6,1237,196,2,0,21,19,1,2,27,13,7388,649,18,211,421,0,6,14,6128,0,333,248,6,1,137,603,552,1076,11,1
Slovenia,SVN,2018,6,1288,201,2,0,21,19,1,2,27,13,7601,672,17,210,417,0,6,14,6238,0,345,255,6,1,136,622,562,1101,11,1
Slovenia,SVN,2019,6,1337,206,2,0,20,19,1,2,28,13,7797,693,15,209,410,0,6,14,6336,0,357,261,6,1,136,639,569,1124,11,1
Spain,ESP,2000,270,19317,3697,312,0,612,471,19,1840,882,698,127295,10451,834,412,3722,10,414,66,95045,50,9936,9374,138,174,6866,28949,9663,20720,272,17
Spain,ESP,2001,262,20064,3838,314,0,604,492,22,1762,860,669,126577,10422,827,433,3725,6,452,67,95712,53,10001,9611,134,178,6645,28926,9572,20877,272,18
Spain,ESP,2002,264,20801,4053,324,0,592,506,20,1749,840,654,127784,10847,873,440,3786,33,506,68,97068,15,10206,9967,127,186,6436,29823,9578,21315,272,18
Spain,ESP,2003,265,21542,4291,333,0,605,529,25,1732,824,636,129813,11219,904,453,3857,7,564,239,99149,20,10497,10384,128,192,6232,30647,9680,21892,316,18
Spain,ESP,2004,261,22041,4422,330,0,591,593,25,1656,807,606,127483,11181,910,461,3832,9,597,156,100015,384,10433,10518,125,189,5762,30444,9515,21841,312,17
Spain,ESP,2005,257,22619,4596,336,0,574,477,25,1534,798,592,126779,11516,908,456,3834,26,636,109,101587,18,10482,10829,127,188,5379,30879,9453,21954,312,17
Spain,ESP,2006,249,23256,4691,332,0,563,466,21,1409,776,561,123921,11289,893,454,3803,7,670,128,102950,2,10284,11000,120,192,4916,30258,9223,21750,273,17
Spain,ESP,2007,248,24082,4883,338,0,554,436,21,1394,771,542,123230,11473,921,443,3849,13,723,72,105944,2,10305,11380,117,195,4528,30740,9149,21846,260,16
Spain,ESP,2008,240,24929,5044,346,0,539,450,25,1292,770,512,122024,11582,912,433,3872,15,771,70,108593,6,10236,11676,116,198,4054,30863,8970,21799,256,16
Spain,ESP,2009,228,25615,5134,357,0,519,423,22,1143,739,484,119442,11408,864,430,3829,7,815,67,110520,6,9972,11888,112,202,3604,30756,8713,21501,245,15
Spain,ESP,2010,215,26240,5205,364,0,492,395,23,1078,717,458,117230,11205,832,427,3778,11,883,64,112037,1,9674,12081,110,209,3235,30650,8443,21188,239,15
Spain,ESP,2011,211,26919,5377,374,0,483,396,19,985,709,437,117880,11487,797,424,3802,16,945,60,114873,1,9601,12461,112,214,2979,31269,8313,21328,236,14
Spain,ESP,2012,202,27264,5533,387,0,469,363,15,883,706,426,118870,11898,737,420,3858,13,1016,59,117023,0,9490,12857,112,225,2762,32142,8181,21451,260,14
Spain,ESP,2013,191,27315,5559,388,0,448,350,19,776,691,402,117509,11911,662,412,3848,11,1053,56,117532,0,9188,12932,111,233,2546,32019,7974,21266,229,14
Spain,ESP,2014,187,27539,5673,406,0,444,348,15,703,687,391,118923,12347,666,409,3846,3,1103,55,118929,0,9188,13216,110,252,2479,32866,7921,21502,232,14
Spain,ESP,2015,188,27989,5874,434,0,442,324,17,668,693,387,122974,13125,615,409,3857,6,1183,59,121607,0,9401,13757,109,273,2459,34511,8063,22158,239,14
Spain,ESP,2016,164,28495,5902,437,0,434,324,18,724,696,376,123016,13192,597,409,3784,8,1205,58,122150,0,9335,13737,109,286,2435,34626,7949,22157,238,13
Spain,ESP,2017,159,29051,5941,446,0,429,328,15,713,689,374,125373,13463,556,419,3746,0,1191,58,123098,16,9546,13923,108,288,2465,35204,8050,22416,240,14
Spain,ESP,2018,157,29347,6048,457,0,429,334,15,698,714,377,128774,13844,518,423,3764,15,1206,68,124266,0,9864,14308,108,295,2535,35894,8129,22839,238,14
Spain,ESP,2019,155,29208,6137,467,0,425,335,15,679,728,378,131493,14184,483,429,3759,0,1213,59,125835,1,10135,14645,108,302,2570,36560,8218,23212,239,14
Sweden,SWE,2000,43,4524,1047,92,0,129,126,5,33,222,155,42965,3457,131,506,1438,1,146,73,23245,0,1787,981,31,72,630,3322,870,3028,110,3
Sweden,SWE,2001,41,4621,1056,96,0,129,122,5,42,225,155,42528,3278,143,500,1432,4,184,79,23314,0,1850,1018,31,76,617,3409,897,3070,110,3
Sweden,SWE,2002,39,4722,1076,99,0,127,133,4,35,220,155,42250,3210,144,508,1410,1,222,85,23317,0,1896,1065,29,78,593,3520,928,3143,110,3
Sweden,SWE,2003,39,4793,1077,96,0,123,119,3,33,218,142,41147,3056,143,512,1394,7,259,92,23345,0,1916,1094,29,76,578,3557,949,3144,105,3
Sweden,SWE,2004,39,4868,1079,95,0,121,125,2,28,224,134,40318,2920,138,501,1412,2,279,106,23457,0,1955,1133,29,76,565,3589,970,3134,102,3
Sweden,SWE,2005,37,4968,1089,97,0,115,124,5,31,228,132,39538,2849,126,486,1394,6,330,89,23460,2,1963,1168,28,78,534,3631,976,3122,99,3
Sweden,SWE,2006,35,5071,1107,103,0,113,118,4,26,236,130,39392,2772,132,470,1392,4,383,82,23628,0,1995,1221,29,82,516,3684,993,3160,97,3
Sweden,SWE,2007,33,5149,1122,103,0,110,137,2,34,253,125,38997,2736,125,454,1399,3,451,78,23675,1,2009,1286,29,82,501,3731,998,3169,99,3
Sweden,SWE,2008,33,5214,1130,104,0,106,118,5,22,273,118,38204,2687,125,436,1416,0,508,74,23693,0,2005,1338,30,82,478,3769,1004,3156,99,3
Sweden,SWE,2009,30,5263,1141,104,0,101,122,5,31,283,109,37656,2618,135,421,1425,0,593,72,23848,0,1995,1408,31,83,453,3832,1012,3130,100,3
Sweden,SWE,2010,29,5359,1153,107,0,94,122,3,23,295,99,37244,2553,135,405,1408,1,661,70,24014,2,1986,1497,31,86,426,3913,1014,3105,97,3
Sweden,SWE,2011,28,5450,1168,109,0,95,118,2,32,309,96,37068,2628,125,385,1412,0,714,66,24245,0,1976,1596,31,88,414,4014,1024,3116,94,3
Sweden,SWE,2012,29,5497,1178,112,0,97,114,4,24,327,92,36639,2667,139,366,1420,4,742,63,24413,1,1950,1693,33,92,402,4105,1037,3127,93,3
Sweden,SWE,2013,29,5533,1176,115,0,98,122,5,20,354,87,35939,2665,142,356,1436,11,761,61,24567,0,1923,1773,34,96,392,4148,1045,3122,91,3
Sweden,SWE,2014,28,5555,1173,121,0,99,121,4,17,386,81,35228,2630,130,350,1426,0,759,59,24780,0,1902,1832,34,101,385,4186,1052,3118,89,3
Sweden,SWE,2015,30,5639,1185,125,0,99,131,3,25,414,78,35144,2728,139,348,1418,0,778,58,25078,4,1938,1928,34,106,377,4297,1061,3146,90,3
Sweden,SWE,2016,31,5707,1204,131,0,98,125,3,24,436,77,35404,2772,143,348,1395,1,804,59,25416,2,1986,2000,34,111,370,4400,1072,3175,89,3
Sweden,SWE,2017,32,5735,1221,132,0,95,132,4,22,457,76,35524,2838,136,356,1388,1,805,60,25884,5,2037,2052,34,111,362,4483,1072,3192,90,3
Sweden,SWE,2018,31,5718,1241,130,0,94,122,3,21,470,78,36034,2843,129,359,1376,0,768,59,26211,0,2057,2015,33,109,369,4482,1073,3222,89,3
Sweden,SWE,2019,31,5637,1258,127,0,93,120,3,20,485,79,36087,2846,125,364,1369,0,742,59,26480,0,2069,1999,33,107,368,4478,1069,3226,89,3
Switzerland,CHE,2000,52,3293,649,48,0,71,81,5,149,274,70,25115,2136,180,280,1563,29,62,14,16319,0,1710,897,11,32,593,2606,1054,2595,50,5
Switzerland,CHE,2001,46,3346,656,47,0,70,90,3,134,266,64,24508,1975,178,280,1538,20,67,13,16404,14,1671,934,11,32,557,2533,1049,2594,49,5
Switzerland,CHE,2002,41,3414,677,48,0,67,89,4,113,251,60,24445,1962,169,276,1544,19,74,13,16560,0,1666,995,11,34,539,2544,1057,2627,47,4
Switzerland,CHE,2003,36,3488,696,48,0,64,78,5,104,233,54,24359,1925,163,275,1512,9,86,14,16753,1,1672,1066,10,34,524,2572,1054,2672,46,4
Switzerland,CHE,2004,35,3542,699,47,0,59,85,5,89,220,50,23654,1846,167,268,1486,10,92,15,16756,0,1584,1121,10,34,498,2533,1033,2638,45,4
Switzerland,CHE,2005,32,3621,715,46,0,55,76,4,72,220,49,23429,1816,164,261,1464,25,99,17,16844,0,1522,1196,10,34,466,2554,1026,2661,44,4
Switzerland,CHE,2006,30,3705,731,47,0,55,62,6,80,219,49,23157,1731,168,256,1434,12,112,14,16983,0,1480,1281,10,35,444,2546,1027,2689,42,4
Switzerland,CHE,2007,29,3787,749,50,0,54,63,2,64,215,46,22944,1684,165,258,1401,9,124,12,17213,0,1448,1386,10,37,429,2569,1031,2712,41,4
Switzerland,CHE,2008,29,3874,768,52,0,52,58,5,53,214,45,22723,1638,166,258,1356,11,145,11,17411,0,1416,1487,11,39,415,2603,1026,2726,40,4
Switzerland,CHE,2009,28,3972,792,58,0,52,65,4,49,206,43,22633,1632,176,260,1311,12,165,11,17728,0,1370,1599,10,43,405,2672,1042,2767,40,4
Switzerland,CHE,2010,27,4087,811,63,0,52,55,4,48,196,42,22337,1584,168,262,1261,16,188,11,17960,0,1315,1703,10,49,384,2696,1044,2775,40,4
Switzerland,CHE,2011,26,4216,827,69,0,52,56,4,43,190,40,22044,1589,164,264,1233,13,210,10,18152,0,1277,1787,10,53,370,2718,1039,2777,40,4
Switzerland,CHE,2012,25,4352,853,77,0,52,55,6,50,186,39,22333,1632,161,261,1218,11,227,14,18515,0,1270,1922,10,61,360,2782,1054,2826,40,4
Switzerland,CHE,2013,24,4472,872,85,0,53,56,3,38,186,37,22417,1669,168,261,1209,16,240,10,18808,0,1263,2021,10,67,349,2841,1055,2841,39,4
Switzerland,CHE,2014,26,4576,885,90,0,52,50,5,40,186,35,22370,1695,170,262,1182,13,253,10,19069,0,1246,2099,10,72,337,2863,1043,2834,38,4
Switzerland,CHE,2015,27,4710,907,99,0,53,55,5,32,185,36,22743,1815,175,263,1167,19,269,11,19331,0,1265,2204,11,79,326,2930,1038,2849,38,4
Switzerland,CHE,2016,27,4810,915,98,0,51,49,4,38,188,37,22656,1799,162,260,1163,10,268,11,19520,0,1268,2222,10,78,320,2934,1033,2851,38,4
Switzerland,CHE,2017,27,4909,927,95,0,51,52,4,38,196,37,22937,1840,157,268,1174,8,257,11,19693,0,1307,2180,10,76,325,2967,1044,2877,38,4
Switzerland,CHE,2018,27,5024,946,95,0,51,53,4,37,204,38,23456,1893,152,272,1179,0,254,11,19931,0,1350,2196,10,76,332,3017,1052,2921,39,4
Switzerland,CHE,2019,27,5138,967,95,0,52,54,4,37,212,39,23969,1946,148,277,1171,4,252,11,20248,0,1394,2218,10,76,338,3074,1065,2972,39,4
Ukraine,UKR,2000,667,10589,2882,374,0,8258,8308,117,5602,1591,5795,444888,8486,2447,12304,18273,10,122,4819,114487,0,3540,1459,3903,158,10196,28519,14377,23208,4484,109
Ukraine,UKR,2001,652,10516,2875,334,0,7870,7849,112,5504,1566,5999,441327,8403,2245,12446,17339,9,106,4726,110398,0,3354,1470,3847,142,10619,26021,15224,23866,4486,111
Ukraine,UKR,2002,656,10525,2944,307,0,7451,7634,112,5047,1590,6323,451071,8586,2019,12693,16914,0,95,4823,109370,1,3295,1530,3850,130,11077,24524,16866,25550,4579,111
Ukraine,UKR,2003,641,10692,2994,282,0,6646,6999,102,5438,1588,6470,454886,8557,1911,12771,16091,0,85,4748,105904,0,3195,1593,3668,119,11015,22689,18337,27004,4392,112
Ukraine,UKR,2004,644,10945,3074,262,0,6273,6855,94,5752,1676,6773,463553,8791,1923,13030,15823,0,80,4834,105005,0,3192,1715,3558,109,11150,21397,20764,29647,4254,117
Ukraine,UKR,2005,629,11317,3210,236,0,5428,7075,90,8863,1720,7001,475788,8809,1931,12951,15423,21,76,4850,102204,59,3202,1942,3229,98,10718,20168,22700,31814,3837,121
Ukraine,UKR,2006,571,11668,3198,210,0,4701,6458,87,9063,1659,6482,461605,8320,2079,12277,14307,21,74,5176,96578,56,3028,2011,2804,90,9993,18071,22612,31491,3373,126
Ukraine,UKR,2007,570,12069,3322,206,0,4674,6670,105,9409,1742,6623,471829,8706,2300,11801,14625,18,75,4316,98316,54,3070,2184,2681,88,10109,17297,24698,33915,3306,131
Ukraine,UKR,2008,547,12484,3395,198,0,4279,6215,102,9902,1727,6346,472941,8655,2295,10981,14236,50,76,4029,98623,51,3019,2287,2445,85,9355,16217,25241,34580,3089,133
Ukraine,UKR,2009,471,12837,3269,167,0,3379,4955,117,9232,1417,5056,440676,7457,2163,9421,12016,14,72,3175,90806,40,2682,2173,1924,75,7384,14151,21318,29990,2483,125
Ukraine,UKR,2010,435,13305,3296,151,0,3004,4460,106,8990,1253,4486,434107,7027,2076,8380,11122,15,74,2757,89047,39,2564,2190,1641,69,6477,13152,19478,28032,2198,122
Ukraine,UKR,2011,423,13715,3251,139,0,2721,4135,88,8824,1168,4113,420293,6815,1983,7701,10666,13,75,2521,87652,34,2441,2188,1475,64,5914,12110,18323,26804,2047,116
Ukraine,UKR,2012,392,14178,3295,131,0,2658,4030,77,8640,1159,4007,420759,6928,1897,7351,10757,12,78,2617,89246,34,2431,2275,1402,61,5722,11533,18400,27150,1969,109
Ukraine,UKR,2013,381,14563,3296,119,0,2646,3577,68,5730,1190,3891,417440,7150,1722,7163,11150,10,81,2355,89518,1,2394,2360,1325,55,5666,10980,18435,27396,1922,87
Ukraine,UKR,2014,363,14857,3142,119,0,2572,4807,85,7223,1149,3501,395762,6915,1690,6804,10902,14,79,2267,85023,5774,2275,2271,1236,58,5532,10068,17095,25754,1791,94
Ukraine,UKR,2015,491,15443,3489,146,0,3756,5240,98,6926,1532,4700,455290,9188,1807,7349,15322,10,92,2986,100754,2079,2745,2767,1558,69,7803,11454,22167,32662,2312,82
Ukraine,UKR,2016,481,15702,3496,143,0,3624,4937,82,6971,1512,4391,442558,9154,1683,7317,14943,9,91,2880,98149,362,2704,2714,1507,68,7651,11030,21131,31487,2222,75
Ukraine,UKR,2017,424,15984,3488,140,0,3558,5398,92,7030,1507,4228,440677,8879,1537,7473,14411,1,87,2835,97496,478,2749,2663,1524,68,7378,11396,20576,30755,2196,76
Ukraine,UKR,2018,411,16228,3586,140,0,3465,5322,84,6849,1478,4145,451278,8844,1414,7601,13954,0,86,2768,99448,281,2810,2688,1532,68,7107,11962,20433,30638,2207,74
Ukraine,UKR,2019,399,16370,3586,139,0,3436,5279,81,6643,1477,4043,449376,8734,1305,7716,13690,0,83,2733,99218,227,2821,2660,1539,67,6980,12181,20141,30240,2198,72
United Kingdom,GBR,2000,478,22905,5218,163,0,338,461,62,268,1975,554,239565,48783,2060,995,5891,16,804,224,166014,14,6714,4653,240,87,4234,40522,7712,26308,576,22
United Kingdom,GBR,2001,514,23333,5353,163,0,335,535,62,290,2032,531,233119,43359,1965,1176,5785,4,1020,205,164840,14,6660,4784,208,94,4141,40655,8027,26883,550,23
United Kingdom,GBR,2002,425,23827,5570,165,0,331,550,56,295,2041,524,230394,41747,1949,1290,5676,15,1255,192,166083,5,6687,4981,191,100,4088,41715,8413,27860,539,24
United Kingdom,GBR,2003,416,24271,5744,166,0,326,554,61,340,2031,513,224685,40451,2028,1389,5526,0,1524,201,167145,55,6647,5126,178,103,4004,42535,8714,28569,522,24
United Kingdom,GBR,2004,390,24610,5782,162,0,312,532,59,288,2052,485,213148,38189,2006,1482,5371,2,1784,175,166006,24,6399,5130,165,103,3842,42083,8782,28610,492,24
United Kingdom,GBR,2005,382,25153,5885,160,0,312,527,61,315,2111,473,204902,37060,2028,1561,5305,18,2088,170,165756,81,6234,5211,156,105,3744,42263,8935,28889,467,25
United Kingdom,GBR,2006,331,25785,5994,159,0,317,508,60,330,2235,466,197876,35947,2068,1620,5405,0,2361,170,166590,68,6108,5342,155,108,3726,42427,9161,29268,460,25
United Kingdom,GBR,2007,323,26451,6150,158,0,316,454,64,343,2359,443,192432,35467,2079,1673,5437,27,2452,168,168163,95,5988,5531,152,109,3618,42954,9272,29538,439,24
United Kingdom,GBR,2008,310,27150,6317,157,0,315,427,61,339,2469,433,188260,35313,2026,1720,5558,14,2310,166,169922,56,5934,5695,150,110,3471,43660,9396,29865,432,24
United Kingdom,GBR,2009,294,27758,6355,156,0,312,408,70,334,2470,411,181482,34670,1973,1742,5545,8,2070,195,169668,112,5749,5792,146,111,3244,43614,9320,29649,415,24
United Kingdom,GBR,2010,282,28550,6450,155,0,304,376,53,328,2444,397,178756,34955,1918,1751,5488,3,1865,154,170537,104,5700,6036,141,111,3016,44347,9335,29924,398,24
United Kingdom,GBR,2011,275,29177,6524,156,0,294,389,55,273,2399,383,176730,35802,1875,1754,5417,1,1708,145,172472,51,5664,6345,136,113,2822,45388,9287,30208,386,23
United Kingdom,GBR,2012,262,29681,6739,160,0,290,361,54,264,2398,383,178239,37186,1767,1751,5363,8,1610,141,175638,47,5743,6733,132,116,2699,46978,9273,30780,375,22
United Kingdom,GBR,2013,264,29910,6929,158,0,294,345,53,275,2487,386,178833,38209,1651,1741,5442,20,1524,137,178763,14,5812,7015,131,115,2653,48169,9416,31281,374,22
United Kingdom,GBR,2014,259,30016,7039,153,0,296,340,44,215,2576,384,176323,38626,1611,1749,5447,8,1426,128,180410,9,5783,7195,131,113,2634,47951,9455,31361,368,22
United Kingdom,GBR,2015,266,30352,7261,151,0,298,322,36,266,2697,386,177307,39708,1605,1742,5540,4,1394,121,183720,3,5912,7376,132,112,2621,49086,9704,31931,368,22
United Kingdom,GBR,2016,264,30679,7350,150,0,302,306,42,263,2785,382,176098,39642,1589,1754,5618,5,1342,119,185795,11,5966,7471,131,112,2620,49353,9896,32147,370,21
United Kingdom,GBR,2017,263,31165,7468,150,0,300,300,34,245,2773,380,176949,40080,1553,1768,5633,13,1325,119,187620,0,6036,7577,133,113,2623,49793,9959,32291,448,21
United Kingdom,GBR,2018,265,31857,7745,156,0,301,333,40,239,2686,388,184431,41261,1517,1760,5631,0,1391,126,192771,0,6255,7703,134,117,2676,51188,10016,32930,379,21
United Kingdom,GBR,2019,265,32425,7906,159,0,300,339,40,233,2654,390,188113,41877,1484,1762,5618,0,1419,128,195999,2,6368,7776,135,118,2696,51879,10031,33215,383,22
